institute_name, address1, address2, city, district, state, board, contact_no, email_address,category,branch_name
 KENDRIYA VIDYALAYA PARBHANI, POLICE HEAD QUATER   BEHIND POLICE PETROL PUMP PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,8552929503,kvparbhani1@gmail.com,A+,NANDED CENTRE
knowledge hub,makhmalabad road ,savarkar nagar,Peth,NASHIK,Maharashtra,CBSE,,,A,NASHIK CENTRE
Iqra High School,Kat Kat Gate Road near Kat kat Gate,Kat Kat Gate Road near Kat kat Gate,Aurangabad,Aurangabad,Maharashtra,State,,,A,AURANGABAD CENTRE
VASASNT VIDYALAY GADCHIROLI,Gadchiroli,Gadchiroli,Gadchiroli,Gadchiroli,Maharashtra,State,,,A,CHANDRAPUR CENTRE
Shri Shivaji E/M School ,Gadchiroli,Gadchiroli,Gadchiroli,Gadchiroli,Maharashtra,State,,,B,CHANDRAPUR CENTRE
Tipu Sultan Coaching Nagepelli,Nagepelli,Nagepelli,Gadchiroli,Gadchiroli,Maharashtra,State,,,B,CHANDRAPUR CENTRE
 QUEENS SCHOOL, NANDKHERA ROAD  PARBHANI  MAHARASHTRA ,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9156614054,queensschool.pbn@gmail.com,A+,NANDED CENTRE
Yashoda Highschool,Trimurti Nagar   Nagpur,Trimurti Nagar,Nagpur,Nagpur,Maharashtra,State,,,C,CHATRAPATI SQUARE CENTRE
Yashoda Higher Eng. Highschool,Trimurti Nagar   Nagpur,Trimurti Nagar,Nagpur,Nagpur,Maharashtra,State,,,B,CHATRAPATI SQUARE CENTRE
Pethe highschool English,Ravivar karnja silvar ganpati,Nashik,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
School Of Scholars ,Dhamangaon Rly,Dhamangaon,DHAMANGAON,AMRAVATI,Maharashtra,CBSE,,,A,YAVATMAL CENTRE
Asmita Ma'am Classes ,Wadki ,Wadki ,Yavatmal,Yavatmal,Maharashtra,State,,,A,CHANDRAPUR CENTRE
PROGRESSIVE  ENGLISH SCHOOL,BHANDARA,BHANDARA,Bhandara,Bhandara,Maharashtra,State,,,A,RESIDENTIAL CENTRE
 SCOTTISH ACADEMY, NEAR WATER FILTER PLANT  VASMAT ROAD BLOCK NO 104 PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9422177966,scottish.parbhani@gmail.com,A+,NANDED CENTRE
 PODAR INTERNATIONAL SCHOOL, JINTUR ROAD  NEAR UTTAMRAO DESHMUKH PHARMACY COLLEGE  OPP. SAI GAJANAN NAGARI  DHARMAPURI  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,7506280396,admissions@podar.org,A+,NANDED CENTRE
 LKRR PRINCE ENGLISH SCHOOL SELU, VIDYA VIHAR SANKUL RAWALGAON ROAD SELU,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9490004144,krrprince@gmail.com,A+,NANDED CENTRE
 NEW ERA ENGLISH SCHOOL, NEMGIRI PARISAR  JINTUR  TAL JAINTUR  DIST PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9923713353,newerajintur@gmail.com,A+,NANDED CENTRE
 VISION PUBLIC SCHOOL, A/P SONPETH TAL SONPETH DIST. PARBHANI,Parbhani,Sonpeth,PARBHANI,Maharashtra,CBSE,9049238224,vpschoolsopeth7@gmail.com,A+,NANDED CENTRE
 HON. RATNAKARRAO GUTTE INTERNATIONAL SCHOOL, GANGAKHED ROAD,Parbhani,Gangakhed,PARBHANI,Maharashtra,CBSE,9011477777,principalhrgis@gmail.com,A+,NANDED CENTRE
Wisdom Classes,Chhindwara,Chhindwara,Chhindwara,Chhindwara,Madhya Pradesh,State,,,A,RESIDENTIAL CENTRE
 ADVAITA SCHOOL OF EXCELLENCE, GANGAKHED ROAD  BRAHMANGAO  TAL. & DIST. PARBHANI,Parbhani,Gangakhed,PARBHANI,Maharashtra,CBSE,9689898973,admissions.advaita@gmail.com,A+,NANDED CENTRE
 ROYAL CLIFF WORLD SCHOOL,Tq .MANWAT  DIST.PARBHANI 431505,Parbhani,Manwath,PARBHANI,Maharashtra,CBSE,9637958855,royalcliffworldschool2021@gmail.com,A+,NANDED CENTRE
BORDIKAR'S PODAR LEARN SCHOOL, DIGRAS KHURD TQ.SELU  DIST.PARBHANI  DEVGAV PHATA ROAD SELU,Parbhani,Selu,PARBHANI,Maharashtra,CBSE,,,A+,NANDED CENTRE
 BORDIKAR'S PODAR LEARN SCHOOL, INFRONT OF KADE PETROL PUMP  PARBHANI ROAD JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,CBSE,,,A+,NANDED CENTRE
 ST. AUGUSTINE ENGLISH SCHOOL, PATHRI ROAD  PARBHANI  PATHRI ROAD  PARBHANI  MAHARASHTRA,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,2452240800,staugustineschool17@gmail.com,A+,NANDED CENTRE
 ALFALAH INTERNATIONAL SCHOOL, NOMANIYA CAMPUS  PATHRI ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9595240240,alfalah.parbhani22@gmail.com,A+,NANDED CENTRE
 PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA, BALSA MAU CAMPUS DIST PARBHANI MAHARASHTRA,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9130742222,jnv.jnvparbhani@rediffmail.com,A+,NANDED CENTRE
 PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA, BALSA MAU CAMPUS DIST PARBHANI MAHARASHTRA,Parbhani,Parbhani,PARBHANI,Maharashtra,CBSE,9130742222,jnv.jnvparbhani@rediffmail.com,A+,NANDED CENTRE
 SARASWATI INTERNATIONAL SCHOOL, AT. KURTADI  TQ. KALAMNURI  DIST. HINGOLI.,HINGOLI,Kalamnuri,HINGOLI,Maharashtra,CBSE,9764080060,sisinstiyutes@gmail.com,A+,NANDED CENTRE
 PODAR INTERNATIONAL SCHOOL, PLOT NO.12  BALSOND  AKOLA ROAD  OPPOSITE KHURANA SAWANT ENGINEERING COLLEGE HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,CBSE,7506923229,adminassist.hingoli@podar.org,A+,NANDED CENTRE
 SWISS ACADEMY PRIMARY ENGLISH SCHOOL, KATKHALI PARISAR HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,CBSE,,,A+,NANDED CENTRE
NIMBULKAR COACHING CLASSES,JAITALA   NAGPUR,JAITALA,Nagpur,Nagpur,Maharashtra,State,7038619339,,A,CHATRAPATI SQUARE CENTRE
Arya Convent  High School and Junior College   Dighori  Nagpur,Umred Rd  Sarvashree Nagar  Dighori  Nagpur  Maharashtra 440034,Dighori,Nagpur,Nagpur,Maharashtra,State,,,C,EAST CENTRE - NAGPUR
Arya Convent  High School and Junior College   Dighori  Nagpur,Umred Rd  Sarvashree Nagar  Dighori  Nagpur  Maharashtra 440034,Dighori,Nagpur,Nagpur,Maharashtra,State,,,C,EAST CENTRE - NAGPUR
ICAD Test,Yavatmal,Yavatmal,Yavatmal,Yavatmal,Maharashtra,CBSE,7770015669,,A,YAVATMAL CENTRE
CP PUBLIC SCHOOL,DEORI GONDIA,DEORI,Gondia,Gondia,Maharashtra,CBSE,,,A,RESIDENTIAL CENTRE
 PM SHRI SCHOOL JAWAHAR NAVODAYA VIDYALAYA, BASMATH NAGAR DIST HINGOLI MAHARASHTRA,HINGOLI,Basmat,HINGOLI,Maharashtra,CBSE,,,A+,NANDED CENTRE
 A.B.M. ENGLISH HIGH SCHOOL,Hingoli Tq Dist Hingoli ,HINGOLI,Hingoli,HINGOLI,Maharashtra,CBSE,,,A+,NANDED CENTRE
 ANNAPURNA INTERNATIONAL SCHOOL OF SCHOLARS, AKOLA ROAD  HINGOLI  TQ./ DIST. HINGOLI-431513 (MH),HINGOLI,Hingoli,HINGOLI,Maharashtra,CBSE,,,A+,NANDED CENTRE
 INDURA ENGLISH SCHOOL INJANGAON (EAST), INJANGAON (EAST) TQ. VASMAT    DIST. HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,CBSE,,,A+,NANDED CENTRE
 PODAR INTAENATIONAL SCHOOL, JAWALA PALASHI ROAD  NEAR SIDDHARTH NAGAR  HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,CBSE,7506923229,admissions@podar.org,A+,NANDED CENTRE
 MOUNT LITERA ZEE SCHOOL, GAT NO. 63  SASEWADI  HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,CBSE,,,A+,NANDED CENTRE
lilavati english medium school,rane nagar,nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
kgn academy,pakhal road,nashik,Peth,NASHIK,Maharashtra,CBSE,9922232466,,A+,NASHIK CENTRE
ali asger classes,kathe galli,nashik,Peth,NASHIK,Maharashtra,CBSE,9762262063,,A,NASHIK CENTRE
kaustubh classes,khode nagar,nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
yasir kazi,pakhal road,nashik,Peth,NASHIK,Maharashtra,CBSE,,,A+,NASHIK CENTRE
little champ english medium school,satpur colony,nashik,Peth,NASHIK,Maharashtra,State,8796018490,,A,NASHIK CENTRE
silver oak school,sharanpur road,nashik,Peth,NASHIK,Maharashtra,ICSE,,,A+,NASHIK CENTRE
aimers academy,aimers academy,nashik,Peth,NASHIK,Maharashtra,CBSE,9370906120,,A+,NASHIK CENTRE
BAL VIDYA MANDIR HIGH SCHOOL  PARBHANI,VEDANT NAGAR PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
BAL VIDYA MANDIR HIGH SCHOOL  PARBHANI,VEDANT NAGAR PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
N.V.S.MARATHWADA HIGH SCHOOL  PARBHANI,BASMAT ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
LATE RAOSAHEB JAMKAR SECONDARY HIGH SCHOOL PARBHANI,JINTUR ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
NUTAN VIDYA MANDIR BOYS & GIRLS  PARBHANI,JINTUR ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
MAHATMA PHULE VIDYALAYA  PARBHANI,JINTUR ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
DR.ZAKIR HUSAIN HIGH SCHOOL  PARBHANI,PARBHANI DIST PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
SHRI SARANG SWAMI VIDYALAYA, VIVEKNAGAR  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
GANDHI VIDYALAYA HIGH SCHOOL,NEW MONDHA  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
SUMANATAI GAWHANE KANYA VIDYALAYA  PARBHANI,PARBHANI ,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
BHARTIYA BAL VIDYA MANDIR,SAHAKARNAGAR  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
SAVITRIBAI PHULE GIRL'S HIGH SCHOOL  PARBHANI,JINTUR ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
Shanti niketan school  Takli,Takali Road  Nashik road,Nashik,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
RAYRESHWAR SECONDARY VIDYA, JINTUR ROAD PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
JIJAU DNYAN MADH VIDYA  MANVAT,MANVAT TQ. MANVAT,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
DNYANGANGA MADHYAMIK VIDYALAYA PARBHANI,JINTUR ROAD  PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
ABHINAVA VIDYA VIHAR HIGH SCHOOL  PURNA,STATION ROAD PURNA,Parbhani,Purna,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
VIDYA PRASARINI SABHECHE HIGH SCHOOL  PURNA,ANAND NAGAR PURNA,Parbhani,Purna,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
Shanti Niketan School,Talki road ,Nashik,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
JAI JAWAN JAY KISAN HIGH SCHOOL  KAWALGAON,AT KAWALGAON  TQ. PURNA DIST NANDED,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
SOW.RUKHMINIBAI AMBORE VIDYALAYA,MIRKHEL TQ. PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
SHRI SARASWATI VIDYALAYA  GANGAKHED,GANGAKHED TQ. GANGAKHED,Parbhani,Gangakhed,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
VYANKTESH VIDYALAYA  GANGAKHED,GANGAKHED TQ. GANGAKHED Dist Parbhani,Parbhani,Gangakhed,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
Janta Vidyalaya MVP  Nashik,CIdco,Nashik,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
National islamic School,Sarda circle school,Nashik,Peth,NASHIK,Maharashtra,State,,,A,NASHIK CENTRE
CDO MERI HIGH SCHOOL,MERI NASHIK,NASHIK,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
WAGH GURUJI HIGH SCHOOL,GANGAPUR ROAD NEAR AAKASHWANI TOWER,GANGAPUR ROAD,Peth,NASHIK,Maharashtra,State,,,B,NASHIK CENTRE
DAV PUBLIC SCHOOL NEELJAI WANI,Neeljai Sundernagar town Wani,Wani,Wani,Yavatmal,Maharashtra,CBSE,,,A+,CHANDRAPUR CENTRE
SANT JANABAI VIDYALAYA  GANGAKHED,GANGAKHED TQ. GANGAKHED,Parbhani,Gangakhed,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
MAMTA KANYA VIDYALAYA  GANGAKHED,GANGAKHED TQ. GANGAKHED,Parbhani,Gangakhed,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
MAMTA VIDYALAYA  PALAM,NANDED ROAD  PALAM,Parbhani,Palam,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
JAWAHAR VIDYALAYA  JINTOOR,NANDED ROAD  JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
DNYANESHWAR VIDYALAYA  JINTOOR,NANDED ROAD  JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
SIDHESWAR VIDYALAYA  (KHAIRY PLOT)  JINTOOR,JINTUR TQ JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
SMT.SHAKUNTALABAI BORDIKAR GIRLS HIGH SCHOOL JINTOOR,JINTUR TQ JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
DNYANOPASAK VIDYALAYA  BORI,BORI  TQ. JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
EKLAVYA BAL VIDYAMANDIR  JINTOOR  DIST.PARBHANI,JINTUR TQ JINTUR,Parbhani,Jintur,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
SHRI SAIBABA VIDYALAYA  YELDARI,YELDHARI  TQ JINTUR DIST PARBHANI,Parbhani,Parbhani,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
NETAJI SUBHASH VIDYALAYA  PATHRI,PATHARI  TQ. PATHARI,Parbhani,Pathri,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
SHANTABAI NAKHATE VIDYALAYA  PATHRI,PATHARI  TQ. PATHARI,Parbhani,Pathri,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
NETAJI SUBHASH VIDYALAYA  MANWAT,MANVAT TQ. MANVAT,Parbhani,Manwath,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
SMT.S.K.KATRUWAR VIDYALAYA  MANWAT,MANVAT TQ. MANVAT,Parbhani,Manwath,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
NUTAN VIDYALAYA M.P.HIGH SCHOOL  SAILU,SAILU  TQ SAILU DIST NANDED,Parbhani,Selu,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
SMT.L.L.R.NUTAN KANYA PRASHALA  SAILU,SAILU  TQ SAILU DIST NANDED,Parbhani,Selu,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
NEW HIGH SCHOOL  SAILU,SAILU  TQ SAILU DIST PARBHANI,Parbhani,Selu,PARBHANI,Maharashtra,State,,,B,NANDED CENTRE
YASHWANT VIDYALAYA SAILU,SAILU  TQ SAILU DIST PARBHANI,Parbhani,Selu,PARBHANI,Maharashtra,State,,,A,NANDED CENTRE
SMT.SHANTABAI MUNJAJI DARADE VIDYALAYA  HINGOLI,NANDED ROAD HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
MANIK MEMORIAL ARYAN HIGH SCHOOL  HINGOLI,NANDED ROAD HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
SARJU DEVI B.B.ARYA KANYA VIDYALAYA  HINGOLI,NANDED ROAD HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
KHAKI BABA MEMORIAL ENGLISH HIGH SCHOOL  HINGOLI,Akola Road  Hingoli,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
SACRED HEART ENGLISH SCHOOL  SHASTRI NAGAR HINGOLI,AKOLA BYPASS HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A+,NANDED CENTRE
ADARSH MADHYAMIK VIDYALAYA ,YESHWANT NAGAR HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
ANUSAYA VIDYAMANDIR,KHATKALI PARISAR  HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
VIDYANIKETAN ENGLISH HIGH SCHOOL,AKOLA BYPASS HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
MAHATMA JYOTIBA PHULE VIDYALAYA  KALAMNURI,KALAMNURI  TQ KALAMNURI DIST HINGOLI,HINGOLI,Kalamnuri,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
Shree Satya-Sai Convent  Narshala  Nagpur,Narshala  Nagpur,Narsala,Nagpur,Nagpur,Maharashtra,State,,,C,EAST CENTRE - NAGPUR
LATE DR.S.SATAV MADHYAMIK SCHOOL  KALAMNURI,KALAMNURI  TQ KALAMNURI DIST HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
Z.P.HIGH SCHOOL,AKHADA BALAPUR  TQ. KALAMNURI DIST HINGOLI,HINGOLI,Hingoli,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
RAJRSHI SHAHU VIDYALAYA,AKHADA BALAPUR  TQ. KALAMNURI DIST HINGOLI,HINGOLI,Kalamnuri,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
LATE BAPURAO DASHMUKH HIGH SCHOOL  DONGARKADA,DANGARKADA  TQ KALAMNURI ,HINGOLI,Kalamnuri,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
MAHATMA PHULE HIGH SCHOOL,KAMTHA PHATA  TQ KALAMURI DIST HINGOLI,HINGOLI,Kalamnuri,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
BAHIRJI SMARAK VIDYALAYA  BASMATNAGAR,BASMAT  TQ. BASMAT DIST. HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,State,,,A+,NANDED CENTRE
SHRI SIDHESHWAR VIDYALAYA  BASMATNAGAR,BASMAT  TQ. BASMAT DIST. HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
SHRI SARASWATI NIKETAN HIGH SCHOOL  BASMATNAGAR,BASMAT  TQ. BASMAT DIST. HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
AHILYA DEVI HOLKAR KANNYA VIDYALAYA  BASMAT NAGAR,BASMAT  TQ. BASMAT DIST. HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
BAHIRJI SMARAK VIDYALAYA  GIRGAON,GIRGAON TQ. BASMAT DIST HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
LATE NARHAR KURUNDHKAR VIDYALAYA  KURUNDA,KURUNDA TQ. BASMAT DIST HINGOLI,HINGOLI,Basmat,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
BHANESHWAR VIDYALAYA SENGAON  DIST.HINGOLI,SENGAON TQ HINGOLI,HINGOLI,Sengaon,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
NAGNATH VIDYALAYA  AUNDHA (NAGNATH),AUNDHA-NAGNATH TQ. AUNDHA DIST HINGOLI,HINGOLI,Aundha,HINGOLI,Maharashtra,State,,,A,NANDED CENTRE
R.INDIRA GANDHI KANNYA VIDYALAYA, JAWALA BAZAR TQ  DIST. HINGOLI,HINGOLI,Aundha,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
SHRI SHANTI VIDYAMANDIR MADH.SHALA ,SHIRAD SHAHAPUR  TQ AUNDHA DIST HINGOLI,HINGOLI,Aundha,HINGOLI,Maharashtra,State,,,B,NANDED CENTRE
SHRI CHHATRAPATI SHIVAJI HIGH SCHOOL  DHOLUMRI,DHOLUMRI  TQ UMRI DIST NANDED,NORTH NANDED,Umri,NANDED,Maharashtra,State,,,B,NANDED CENTRE
KRUSHNAMAI VIDYAMANDIR ,BALEGAON TQ.UMRI,NORTH NANDED,Umri,NANDED,Maharashtra,State,,,B,NANDED CENTRE
YASHWANT HIGH SCHOOL  UMRI (S. C. RLY.),UMRI (S. C. RLY.)  TQ UMRI DIST NANDED,NORTH NANDED,Umri,NANDED,Maharashtra,State,,,B,NANDED CENTRE
NUTAN VIDYALAYA HIGH SCHOOL,UMRI (S. C. RLY.),NORTH NANDED,Umri,NANDED,Maharashtra,State,,,B,NANDED CENTRE
SACHKHAND PUBLIC SCHOOL NANDED,NANDED  TQ NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
DYANBHARTI VIDYAMANDIR,Nila Road Nanded  DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
IQRA INTERNATIONAL ENGLISH SCHOOL,LATUR BYPASS NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
SHRI DASHMESH JOYTI ENG MED SCH NANDED,KAMTHA ROAD NANDED TQ NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,B,NANDED CENTRE
GURUKUL ENGLISH MEDIUM SCHOOL ASADWAN NANDED,KAMTHA ROAD NANDED  TQ NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
ADARSH HIGH SCHOOL ,TILAK NAGAR NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,B,NANDED CENTRE
ADARSH HIGH SCHOOL ,TILAK NAGAR NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,B,NANDED CENTRE
SHAKUNTAL SCHOOL FOR EXCELLANCE ,PASADGAON  NANDED ,NANDED CITY,Nanded,NANDED,Maharashtra,State,9921667711,directorshakuntalschool@gmail.com,A+,NANDED CENTRE
TINY ANGELS SCHOOL,LAXMINAGAR NANDED ,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
HOLICITY PUBLIC  SCHOOL,Padmaja Hills  Market Yard Pasadgaon  Malegaon road Nanded,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A+,NANDED CENTRE
LITTLE SCHOLARS PUBLIC SCHOOL ,MANTRI NAGAR  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
SANDIPANI PUBLIC SCHOOL ,SUNIL NAGAR TARODA(BU) NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
CAMBRIDGE MADHYAMIK VIDYALAYA,SHIVAJINAGAR NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A+,NANDED CENTRE
GODAVARI INTERNATIONAL PUBLIC SCHOOL NANDED,PURNA ROAD NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A+,NANDED CENTRE
UNIQUE ENGLISH SCHOOL ,DEGLOOR NAKA NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
HAMAD ENGLISH SCHOOL, DEGLOOR NAKA  NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
AL AZIZ INTERNATIONAL HIGH SCHOOL, DEGLOOR NAKA  NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A+,NANDED CENTRE
BLUE BELLS INTERNATIONAL HIGH SCHOOL,MHALAJ  TQ NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
MPS ENGLISH SCHOOL, BABA NAGAR NANDED DIST NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
OXFORD ENGLISH MEDIUM SCHOOL,NEW MONDA  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A+,NANDED CENTRE
RASHTRAMATA MADHYAMIK VIDYAlAYA,SAMBHAJINARAR TARODA,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,B,NANDED CENTRE
NARHAR KURUNDKAR HIGH SCHOOL ,NEAR NEW BRIDGE  KAUTHA NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,B,NANDED CENTRE
KUSUMTAI MADHYAMIK VIDAYALAYA  CIDCO  NANDED,CIDCO  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
SHIVAJI VIDYALAYA ,CIDCO  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
INDIRA GANDHI HIGH SCHOOL,CIDCO-NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
MADINATUL-ULOOM HIGH SCHOOL  NANDED,DEGLOOR NAKA  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,B,NANDED CENTRE
GUJRATHI HIGH SCHOOL ,VAZIRABAD  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
ANDHRA SAMITI TELGU HIGH SCHOOL(ENGLISH MED),GAVLUPURA NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
SANA URDU HIGH SCHOOL,NOMANIYANAGAR TARODA(BK)NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
UNIVERSAL ENGLISH MADHYAMIK PRASHALA  NANDED,KAMTHA ROAD  NANDED,NANDED CITY,Nanded,NANDED,Maharashtra,State,,,A,NANDED CENTRE
